ESTIMATE_CODE,ESTIMATE TEXT,CATEGORY CODE,CATEGORY,DATATYPE CODE,DATATYPE
574_OR,"Percent of workers, exposed to very loud noise",56,Noise intensity level,1,Percentage
577_OR,"Percent of workers, hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of chief executives; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of general and operations managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of advertising and promotions managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of marketing managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of sales managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of public relations and fundraising managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of administrative services managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of computer and information systems managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of financial managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of purchasing managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of human resources managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of training and development managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of construction managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of education administrators, preschool and childcare center/program; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of education administrators, elementary and secondary school; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of education administrators, postsecondary; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of architectural and engineering managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of food service managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of medical and health services managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of property, real estate, and community association managers; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of social and community service managers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of wholesale and retail buyers, except farm products; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of purchasing agents, except wholesale, retail, and farm products; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of cost estimators; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of human resources specialists; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of management analysts; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of meeting, convention, and event planners; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of fundraisers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of compensation, benefits, and job analysis specialists; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of training and development specialists; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of market research analysts and marketing specialists; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of budget analysts; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of financial analysts; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of personal financial advisors; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of insurance underwriters; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of loan officers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of tax preparers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of computer systems analysts; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of information security analysts; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of computer programmers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of software developers, applications; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of database administrators; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of network and computer systems administrators; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of computer network architects; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of computer user support specialists; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of computer network support specialists; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of architects, except landscape and naval; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of aerospace engineers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of civil engineers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of electrical engineers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of electronics engineers, except computer; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of industrial engineers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of mechanical engineers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of medical scientists, except epidemiologists; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of chemists; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of substance abuse and behavioral disorder counselors; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of educational, guidance, school, and vocational counselors; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of mental health counselors; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of rehabilitation counselors; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of child, family, and school social workers; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of healthcare social workers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of mental health and substance abuse social workers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of probation officers and correctional treatment specialists; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of social and human service assistants; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of community and social service specialists, all other; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of lawyers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of paralegals and legal assistants; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of business teachers, postsecondary; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of mathematical science teachers, postsecondary; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of biological science teachers, postsecondary; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of health specialties teachers, postsecondary; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of nursing instructors and teachers, postsecondary; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of art, drama, and music teachers, postsecondary; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of english language and literature teachers, postsecondary; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of vocational education teachers, postsecondary; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of preschool teachers, except special education; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of kindergarten teachers, except special education; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of elementary school teachers, except special education; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of middle school teachers, except special and career/technical education; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of secondary school teachers, except special and career/technical education; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of career/technical education teachers, secondary school; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of special education teachers, middle school; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of special education teachers, secondary school; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
